                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                 M_center                                 R_center                                 L_center                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    5000                                      150                  1.0000000000000000E+000                  2.0000000000000000E-002                  8.0715925266103938E-002                  1.8338794171624777E-005                  6.6965091661992724E+033                  3.3461227105305322E+011                  5.5077264000000006E+036                  6.0562270707072003E+003                  1.4371526590661736E+003                  3.4435017813891079E+001                 -8.7764593787408138E+000                  7.3000000000000009E-001                  2.7988493110890920E-005                  2.6297201150688920E-001                  1.5414771489002087E-003                  4.5183433400286180E-004                  3.7304302788145937E-003                  7.5135197956757694E-004                  4.1650000000000000E+000                  0.0000000000000000E+000                  5.8197714520103905E-001                  2.2313237423500336E-005                  2.0964890482815637E-001                  1.2289102335747673E-003                  3.6021541891342217E-004                  2.9740070740219625E-003                  5.9899956179436669E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0010320851648340E+006                  8.1992800613731979E+003                  2.8980915657953236E+007                  2.8791018073925965E-010                  2.8791018073925965E-010                  0.0000000000000000E+000                  1.1518326037739488E-011                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.5472008831776017E+006                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-24.7.1"                                 "CRMATH"                               "20250225"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                 log_mass                                    logdq                                   log_dq                                 dq_ratio                                        q                                       xq                             vel_km_per_s                                   radius                                  logR_cm                                  v_div_r                                       xm                                       dq                                    logxq                            log_dr_div_cs                              temperature                                   energy                                     logE                                      rho                                  entropy                                 pressure                                  logPgas                          pgas_div_ptotal                                    grada                                   gamma1                                   free_e                                logfree_e                                   csound                             v_div_csound                                       pp                                      cno                                tri_alpha                                       h1                                      he4                            ionization_h1                           ionization_he4                                  opacity                              log_opacity                               luminosity                                     logL                           log_L_div_Ledd                                      tau                                   logtau                                  rsp_Chi                                   rsp_Et                                rsp_logEt                             rsp_log_erad                              rsp_Hp_face                                   rsp_Lc                             rsp_Lc_div_L                                   rsp_Lr                             rsp_Lr_div_L                                   rsp_Lt                             rsp_Lt_div_L                                   rsp_Pt                                   rsp_Uq                                   rsp_Eq                                 rsp_Pvsc                               rsp_Y_face                                 rsp_damp                                rsp_dampR                                 rsp_sink                                  rsp_src                              rsp_src_snk                                        w                                        v                             d_v_div_r_dm                             dt_cs_div_dr                         log_dt_cs_div_dr                                        k                                  sign_Lc 
                                       1                  4.1650000000000000E+000                  1.5399322961545363E+000                  3.7054786591309754E+000                 -9.4241318893660431E+000                  2.1049869820690832E+000                  7.3000000000000009E-001                  2.6300000000000007E-001                  6.9999999999998952E-003                  6.1961500574280637E-001                 -6.9076806169569736E+000                 -6.9076806169569736E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                 -9.8450366174181486E-002                  3.4668280051780776E+001                  1.2382354299512185E+001                 -4.0819063468910347E-009                  0.0000000000000000E+000                  1.2368566916824187E-007                 -9.8999999999999986E+001                  3.9896932220421855E+000                  5.0754979784189190E+003                  2.0828506309013892E+012                  1.2318658126164127E+001                  3.7658941649920114E-010                  2.3983393334854131E+001                  1.2734649084693298E+002                  2.0992417019350333E+000                  9.8685812219407532E-001                  3.6008220787247802E-001                  1.5823848353483636E+000                  3.2171051048587027E-004                 -3.4925347501908193E+000                  7.3150195616339985E+005                 -1.3458660683634596E-002                  6.0055012562700727E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3000000000000009E-001                  2.6297201150688920E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  2.5836439804706019E-003                 -2.5877673312224307E+000                  1.4371526590661736E+003                  3.1575029027679617E+000                 -4.0358839976172334E+000                  1.0000000000000000E-003                 -3.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.0124897550928400E+001                  3.5587774555454416E+009                 -9.4557971343296564E+022                 -1.7187930170769729E-014                  5.5014203789053130E+036                  1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5905097383421523E-013                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.6156108043304763E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8450366174181472E+003                 -5.6924854806597423E-037                  5.9262711901589278E-002                 -1.2272184787934020E+000                                        1                  0.0000000000000000E+000 
                                       2                  4.1649999013942018E+000                  1.5386440980211307E+000                  3.7065233719620045E+000                 -9.0206223147554798E+000                  2.5060322613960624E+000                  7.3000000000000009E-001                  2.6300000000000007E-001                  6.9999999999998952E-003                  6.1961499546094456E-001                 -7.2087106126209548E+000                 -7.2087106126209548E+000                  2.0000000000000000E+000                  9.9999987631433085E-001                  1.2368566916824187E-007                 -9.5474814556153836E-002                  3.4565599850690973E+001                  1.2381066101378780E+001                 -3.9702944999947157E-009                  9.8605798143580209E-008                  6.1842834584120935E-008                 -6.9076806169569736E+000                  3.2838881239151143E+000                  5.0877219895767184E+003                  2.0746124481947781E+012                  1.2316936979443119E+001                  9.5362512590973762E-010                  2.3222815830455925E+001                  3.2065075098173185E+002                  2.5037375813300580E+000                  9.9473023805702676E-001                  3.7560119333501896E-001                  1.6121213937862930E+000                  2.1278983508136117E-004                 -3.6720491220232003E+000                  7.3625144261284603E+005                 -1.3009653343096589E-002                  1.5207887317426147E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3000000000000009E-001                  2.6297201150688920E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  3.9356248617699726E-003                 -2.4049863046074846E+000                  1.4371517780109568E+003                  3.1575026365209951E+000                 -4.0358842638642001E+000                  7.9502632339845652E-003                 -2.0996184915731733E+000                 -1.5731776586296710E+025                  3.4099186673303521E-010                 -9.4672559795854703E+000                  9.7255668276412042E+000                  3.5277194937110362E+009                 -9.4557971343296564E+022                 -1.7187930170769729E-014                  5.5014170062260374E+036                  1.0000000000000171E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5905097383421523E-013                  4.3288535359106757E-011                  0.0000000000000000E+000                 -3.6156108043304763E-001                 -4.1223007701463352E-004                  0.0000000000000000E+000                 -4.1223007701463352E-004                 -4.1223012030338669E-004                 -4.3288753170164090E-011                  1.8465965090756433E-005                 -9.5474814556153833E+003                 -2.1935534405305045E-037                  3.0101394764676553E-001                 -5.2141338066633103E-001                                        2                 -1.0000000000000000E+000 
                                       3                  4.1649998520913023E+000                  1.5383883805828993E+000                  3.7074637541636442E+000                 -8.8738914109555864E+000                  2.6530432969809947E+000                  7.3000000000000009E-001                  2.6300000000000007E-001                  6.9999999999998952E-003                  6.1961499032001344E-001                 -7.2087106126209548E+000                 -7.2087106126209548E+000                  1.0000000000000000E+000                  9.9999981447149622E-001                  1.8552850375236279E-007                 -9.4901797252742642E-002                  3.4545253230448601E+001                  1.2380810383940549E+001                 -3.9487901367780519E-009                  1.4790869721537032E-007                  6.1842834584120935E-008                 -6.7315893579012922E+000                  3.1364623862111913E+000                  5.0987504207548800E+003                  2.0738685785554993E+012                  1.2316781231601452E+001                  1.3369297546786367E-009                  2.2952718078997183E+001                  4.4982469792355539E+002                  2.6513945655921654E+000                  9.9621085268650433E-001                  3.7929048702524382E-001                  1.6195118052273447E+000                  1.8610802238152194E-004                 -3.7302349057465398E+000                  7.3817513647142285E+005                 -1.2873044829629140E-002                  2.1320859197988809E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3000000000000009E-001                  2.6297201150688920E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  4.7194931156943612E-003                 -2.3261046430773717E+000                  1.4371513628943769E+003                  3.1575025110764394E+000                 -3.9410933029518196E+000                  1.3262730435128487E-002                 -1.8773670573160255E+000                 -2.1975919700504961E+025                  3.4713744625985733E-010                 -9.4594985357758627E+000                  9.5825974526489421E+000                  3.5147044250721560E+009                 -3.1883657736377318E+023                 -5.7955372061029574E-014                  5.5014154171599941E+036                  1.0000000000000580E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3303775150688521E-013                  4.2799550711693897E-011                  0.0000000000000000E+000                 -3.7065489098664772E-001                 -4.1292511360319773E-004                  0.0000000000000000E+000                 -4.1292511360319773E-004                 -4.1292515640258649E-004                 -4.2799388761793206E-011                  1.8631624895855362E-005                 -9.4901797252742635E+003                 -1.5524732286857973E-037                  4.2268064068195921E-001                 -3.7398764296240783E-001                                        3                 -1.0000000000000000E+000 
                                       4                  4.1649998027884036E+000                  1.5382057022403584E+000                  3.7085651817843397E+000                 -8.7648309743076478E+000                  2.7628409678382919E+000                  7.3000000000000009E-001                  2.6300000000000007E-001                  6.9999999999998952E-003                  6.1961498517908242E-001                 -7.2087106126209548E+000                 -7.2087106126209548E+000                  1.0000000000000000E+000                  9.9999975262866159E-001                  2.4737133833648374E-007                 -9.4496266664462994E-002                  3.4530725432340084E+001                  1.2380627705598007E+001                 -3.9335705631050566E-009                  1.9721159628716042E-007                  6.1842834584120935E-008                 -6.6066506212929923E+000                  3.0267773284877086E+000                  5.1116979301916590E+003                  2.0741314695378289E+012                  1.2316836280830863E+001                  1.7185771204238975E-009                  2.2754118324823519E+001                  5.7921655712400639E+002                  2.7615480225341273E+000                  9.9702731063361361E-001                  3.8143333248036881E-001                  1.6238504999365961E+000                  1.7098318373524865E-004                 -3.7670466005441789E+000                  7.3979091344896494E+005                 -1.2787339285574675E-002                  2.7407496094713160E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3000000000000009E-001                  2.6297201150688920E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  5.4782117426640589E-003                 -2.2613611855005717E+000                  1.4371509539806714E+003                  3.1575023875063022E+000                 -3.8704932441011328E+000                  1.9639724196266129E-002                 -1.7068646153719180E+000                 -2.8218562618726694E+025                  3.5195275247188260E-010                 -9.4535156340161350E+000                  9.4779427264839153E+000                  3.5158656680790167E+009                 -4.2281374664204066E+023                 -7.6855469889941012E-014                  5.5014138518384334E+036                  1.0000000000000768E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3309782076689642E-013                  4.2474359652819753E-011                  0.0000000000000000E+000                 -3.7011698344739152E-001                 -4.1257323873867267E-004                  0.0000000000000000E+000                 -4.1257323873867267E-004                 -4.1257328121301068E-004                 -4.2474338011588147E-011                  1.8760403846183125E-005                 -9.4496266664462983E+003                 -1.1997875843848799E-037                  5.4412341458461044E-001                 -2.6430258523892530E-001                                        4                 -1.0000000000000000E+000 
                                       5                  4.1649997534855041E+000                  1.5380634320016746E+000                  3.7098199223409947E+000                 -8.6781866825087075E+000                  2.8505104572852100E+000                  7.3000000000000009E-001                  2.6300000000000007E-001                  6.9999999999998952E-003                  6.1961498003815130E-001                 -7.2087106126209548E+000                 -7.2087106126209548E+000                  1.0000000000000000E+000                  9.9999969078582696E-001                  3.0921417292060469E-007                 -9.4182848473657460E-002                  3.4519415387730831E+001                  1.2380485435359324E+001                 -3.9218085209679768E-009                  2.4651449535895049E-007                  6.1842834584120935E-008                 -6.5097406082849352E+000                  2.9395183195604684E+000                  5.1264877310931743E+003                  2.0749585462487148E+012                  1.2317009424751596E+001                  2.0980378432435268E-009                  2.2597896579135771E+001                  7.0877837277062588E+002                  2.8494418515344893E+000                  9.9754246901389843E-001                  3.8277012252941101E-001                  1.6265526154857688E+000                  1.6184176548418786E-004                 -3.7909093926207258E+000                  7.4128058921852137E+005                 -1.2718204125058011E-002                  3.3459342764664523E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3000000000000009E-001                  2.6297201150688920E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.2400644272777202E-003                 -2.2048109263004680E+000                  1.4371505495396805E+003                  3.1575022652877456E+000                 -3.8103693028349164E+000                  2.7047435589831973E-002                 -1.5678739047526025E+000                 -3.4538742110839047E+025                  3.5821641095376950E-010                 -9.4458545217158996E+000                  9.3963173969079072E+000                  3.5207006474801459E+009                 -5.2553799335259512E+023                 -9.5527832554028837E-014                  5.5014123036384215E+036                  1.0000000000000953E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3734554689544316E-013                  4.2325006780489534E-011                  0.0000000000000000E+000                 -3.6764053143331571E-001                 -4.1186100610259165E-004                  0.0000000000000000E+000                 -4.1186100610259165E-004                 -4.1186104842708945E-004                 -4.2324497801903699E-011                  1.8926605901581232E-005                 -9.4182848473657450E+003                 -9.7674968982710653E-038                  6.6520640726235203E-001                 -1.7704357631168496E-001                                        5                 -1.0000000000000000E+000 
                                       6                  4.1649997041826055E+000                  1.5379467891459739E+000                  3.7112251544667694E+000                 -8.6064529935317182E+000                  2.9234925474025721E+000                  7.3000000000000009E-001                  2.6300000000000007E-001                  6.9999999999998952E-003                  6.1961497489722006E-001                 -7.2087106126209548E+000                 -7.2087106126209548E+000                  1.0000000000000000E+000                  9.9999962894299232E-001                  3.7105700750472564E-007                 -9.3927660746457267E-002                  3.4510145404590709E+001                  1.2380368792503623E+001                 -3.9122330168048660E-009                  2.9581739443074059E-007                  6.1842834584120935E-008                 -6.4305593622373109E+000                  2.8671519684279629E+000                  5.1431022008846066E+003                  2.0761789825577913E+012                  1.2317264790306767E+001                  2.4748393145188192E-009                  2.2469866641195843E+001                  8.3847968998585122E+002                  2.9225776349725079E+000                  9.9789555373574124E-001                  3.8361510689144440E-001                  1.6282318496665877E+000                  1.5958945699155882E-004                 -3.7969958029704385E+000                  7.4272987553130498E+005                 -1.2658625121257689E-002                  3.9468852590890277E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3000000000000009E-001                  2.6297201150688920E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  7.0246932068078428E-003                 -2.1533726381844334E+000                  1.4371501488537169E+003                  3.1575021442038915E+000                 -3.7566687196094857E+000                  3.5490359169058051E-002                 -1.4498896054889616E+000                 -4.0971370379820079E+025                  3.6608668746707558E-010                 -9.4364160637016674E+000                  9.3302046364409019E+000                  3.5280340260969658E+009                 -6.2763961755712774E+023                 -1.1408703036704399E-013                  5.5014107698126569E+036                  1.0000000000001141E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4343983618664273E-013                  4.2305707233090737E-011                  0.0000000000000000E+000                 -3.6381748294075333E-001                 -4.1088914743211470E-004                  0.0000000000000000E+000                 -4.1088914743211470E-004                 -4.1088918973885121E-004                 -4.2306736510334259E-011                  1.9133391948817533E-005                 -9.3927660746457259E+003                 -8.2298417268778237E-038                  7.8581945160722599E-001                 -1.0467722517917949E-001                                        6                 -1.0000000000000000E+000 
                                       7                  4.1649996548797068E+000                  1.5378478318411961E+000                  3.7127813392684561E+000                 -8.5453790774994651E+000                  2.9860096939332821E+000                  7.3000000000000009E-001                  2.6300000000000007E-001                  6.9999999999998952E-003                  6.1961496975628894E-001                 -7.2087106126209548E+000                 -7.2087106126209548E+000                  1.0000000000000000E+000                  9.9999956710015769E-001                  4.3289984208884658E-007                 -9.3712601159654990E-002                  3.4502282900971259E+001                  1.2380269835198845E+001                 -3.9041649432197687E-009                  3.4512029350253074E-007                  6.1842834584120935E-008                 -6.3636125726066979E+000                  2.8054127662425343E+000                  5.1615642685095881E+003                  2.0777158380091836E+012                  1.2317586150332145E+001                  2.8485308185856289E-009                  2.2362050337405190E+001                  9.6829946953539161E+002                  2.9852061095743685E+000                  9.9815138942344672E-001                  3.8412417567469725E-001                  1.6291968674391171E+000                  1.6053219703112483E-004                 -3.7944378505450116E+000                  7.4418544018588890E+005                 -1.2604968173921051E-002                  4.5428829966539408E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3000000000000009E-001                  2.6297201150688920E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  7.8488212936229894E-003                 -2.1051955590651201E+000                  1.4371497516342986E+003                  3.1575020241675644E+000                 -3.7070461306791778E+000                  4.4999610858431682E-002                 -1.3467912418416903E+000                 -4.7555648661748779E+025                  3.7578820561253879E-010                 -9.4250568546712916E+000                  9.2753554596075958E+000                  3.5373727205957770E+009                 -7.2910815392998500E+023                 -1.3253116081639910E-013                  5.5014092492568247E+036                  1.0000000000001326E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5161658332570631E-013                  4.2397063330502981E-011                  0.0000000000000000E+000                 -3.5887175938557209E-001                 -4.0970300516834679E-004                  0.0000000000000000E+000                 -4.0970300516834679E-004                 -4.0970304756596156E-004                 -4.2397614770112863E-011                  1.9385257429617457E-005                 -9.3712601159654987E+003                 -7.1053443899276830E-038                  9.0586186480323361E-001                 -4.2938022993751136E-002                                        7                 -1.0000000000000000E+000 
                                       8                  4.1649996055768073E+000                  1.5377618015435075E+000                  3.7144915342050289E+000                 -8.4923244130935416E+000                  3.0406902656358712E+000                  7.3000000000000009E-001                  2.6300000000000007E-001                  6.9999999999998952E-003                  6.1961496461535759E-001                 -7.2087106126209548E+000                 -7.2087106126209548E+000                  1.0000000000000000E+000                  9.9999950525732306E-001                  4.9474267667296748E-007                 -9.3526873522537399E-002                  3.4495448948850282E+001                  1.2380183804901156E+001                 -3.8971992635277555E-009                  3.9442319257432084E-007                  6.1842834584120935E-008                 -6.3056206256290110E+000                  2.7516515018603762E+000                  5.1819299066227522E+003                  2.0795330430117493E+012                  1.2317965825534642E+001                  3.2186635875650977E-009                  2.2269522205523565E+001                  1.0982223191875391E+003                  3.0399705685376186E+000                  9.9834420852787165E-001                  3.8438179995373811E-001                  1.6296160064604401E+000                  1.6229393399243714E-004                 -3.7896977123539553E+000                  7.4567568225271406E+005                 -1.2555112971798701E-002                  5.1332111523726715E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3000000000000009E-001                  2.6297201150688920E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  8.7283515069305276E-003                 -2.0590677722219213E+000                  1.4371493578212928E+003                  3.1575019051605935E+000                 -3.6600203064802450E+000                  5.5628991572223264E-002                 -1.2546988127643379E+000                 -5.4338579082222083E+025                  3.8765334349711200E-010                 -9.4115564659029491E+000                  9.2291415749555874E+000                  3.5484892764789343E+009                 -8.2991635410858791E+023                 -1.5085527069951617E-013                  5.5014077417407391E+036                  1.0000000000001508E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6229685572716782E-013                  4.2592680197983735E-011                  0.0000000000000000E+000                 -3.5288059502525415E-001                 -4.0832499014175656E-004                  0.0000000000000000E+000                 -4.0832499014175656E-004                 -4.0832503273187159E-004                 -4.2590115028467990E-011                  1.9688914228497009E-005                 -9.3526873522537389E+003                 -6.2467659599317436E-038                  1.0252345690668832E+000                  1.0823241388406901E-002                                        8                 -1.0000000000000000E+000 
                                       9                  4.1649995562739077E+000                  1.5376856216997035E+000                  3.7163610845899715E+000                 -8.4455378580931217E+000                  3.0892819996877039E+000                  7.3000000000000009E-001                  2.6300000000000007E-001                  6.9999999999998952E-003                  6.1961495947442613E-001                 -7.2087106126209548E+000                 -7.2087106126209548E+000                  1.0000000000000000E+000                  9.9999944341448843E-001                  5.5658551125708843E-007                 -9.3363528955538372E-002                  3.4489398613055528E+001                  1.2380107625057352E+001                 -3.8910752858005762E-009                  4.4372609164611093E-007                  6.1842834584120935E-008                 -6.2544681031816296E+000                  2.7041112942550019E+000                  5.2042851554118397E+003                  2.0816156999285459E+012                  1.2318400554758741E+001                  3.5847769788271963E-009                  2.2189037010170058E+001                  1.2282365009765685E+003                  3.0886273579363204E+000                  9.9849376717105209E-001                  3.8443545816450037E-001                  1.6295835682829460E+000                  1.6485385742966458E-004                 -3.7829008863078002E+000                  7.4721958649781521E+005                 -1.2507713154410151E-002                  5.7171345300540282E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3000000000000009E-001                  2.6297201150688920E-001                  1.0000000000000000E+000                  1.0000000000000000E+000                  9.6798902475375963E-003                 -2.0141295667782808E+000                  1.4371489675056489E+003                  3.1575017872104638E+000                 -3.6145808279563432E+000                  6.7453891291712614E-002                 -1.1709929916144375E+000                 -6.1379049589741818E+025                  4.0215881203028401E-010                 -9.3956024106759770E+000                  9.1898332214900567E+000                  3.5612860850580497E+009                 -9.3003398366270293E+023                 -1.6905386401276350E-013                  5.5014062476125542E+036                  1.0000000000001692E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7611882182866713E-013                  4.2895019545944073E-011                  0.0000000000000000E+000                 -3.4584506456047748E-001                 -4.0676582870074774E-004                  0.0000000000000000E+000                 -4.0676582870074774E-004                 -4.0676587159629732E-004                 -4.2895549579816811E-011                  2.0053897676768076E-005                 -9.3363528955538368E+003                 -5.5691553578632536E-038                  1.1438351782583283E+000                  5.8363448993781639E-002                                        9                 -1.0000000000000000E+000 
