                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    1680                                     1450                  2.0000000000000000E+001                  1.4200000000000001E-002                  1.0134010467537336E+007                  4.2809643252337782E-003                  3.1132351117578560E+003                  2.5321114874400650E+005                  1.7296997907192579E+003                  1.0207949055913144E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.0285498830978244E-012                  7.0021354619357189E-009                  0.0000000000000000E+000                  3.6976309719006456E-001                  7.3318428075773874E-006                  2.0000000000000000E+001                  0.0000000000000000E+000                  7.5963051408450717E+000                  2.3126307691404655E-004                  5.6039891490905784E+000                  4.5059307939248933E-001                  3.1770571055854700E-002                  3.5636834704148570E+000                  1.8670290270155212E+000                  8.6260170792441873E+000                  6.4776484589864349E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6098972475194106E+008                  2.1507371815494508E+001                  7.8985463709655870E+005                  2.3749983604803684E+010                  4.3384466277942998E+001                  8.8499855685733594E+006                  2.3798510976910172E+010                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.1980504873035625E+014                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-24.7.1"                                 "CRMATH"                               "20250211"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                    log_q                                   radius                                radius_cm                                    logxq                              temperature                                logT_face                                  logT_bb                                   energy                                  density                                 pressure                                     prad                                     pgas                                      eta                                       mu                                    grada                                       cv                                       cp                                   gamma1                                   gamma3                                   chiRho                                     chiT                                  eps_nuc                                       pp                                      cno                                tri_alpha                                    other                                       ye                                        z                                  opacity                               luminosity                                 log_Lrad                                 log_Ledd                                 lum_conv                        mlt_mixing_length                                 conv_vel                                    gradT                                    gradr                         grad_temperature                             grad_density                                log_Lconv                                      tau                     log_irradiation_heat                            zbar_div_abar 
                                       1                  2.0000000000000000E+001                  3.2379707328699538E+000                  3.4932119198779419E+000                 -8.8394131955552560E+000                  2.4630374585587194E+000                  7.1549999999999991E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  1.0000000000000000E+000                  0.0000000000000000E+000                  1.7296997907192579E+003                  1.2033521444033877E+014                 -9.8999999999999986E+001                  3.1132351117854519E+003                  3.4932119198740907E+000                  3.4932119198740916E+000                  1.8202009830003889E+012                  1.4473941215359752E-009                  2.9042731416316485E+002                  2.3690675813674941E-001                  2.9019040740502811E+002                 -2.7502155740462008E+001                  1.2909959461528526E+000                  2.6924664033093509E-001                  1.8452512617324030E+008                  2.6048124278979596E+008                  1.4036072789185197E+000                  1.3779683410171886E+000                  9.9440862914055583E-001                  1.0825739728924966E+000                  2.2175306802137122E-028                  2.2175306802137140E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667145E-001                  1.4199999999999990E-002                  4.2109670774291151E-004                  2.5321114874400650E+005                  5.4034828235072796E+000                  8.7926184214994620E+000                  0.0000000000000000E+000                  1.6420476512787124E+012                  0.0000000000000000E+000                  1.2510204798388827E-001                  1.2510204798388827E-001                  3.1045670443740275E-002                  2.1761274192054819E-001                 -9.8999999999999986E+001                  6.6666666666666663E-001                 -9.8999999999999986E+001                  8.5775479422667145E-001 
                                       2                  1.9999999999980002E+001                  3.2379707328694107E+000                  3.4932119198926936E+000                 -8.8394131954518542E+000                  2.4630374586775092E+000                  7.1549999999999991E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  9.9999999999900002E-001                 -4.3428487456248995E-013                  1.7296997907170946E+003                  1.2033521444018828E+014                 -1.2000000000000000E+001                  3.1132351118912006E+003                  3.4932119198816891E+000                  3.4932119198742875E+000                  1.8202009830159412E+012                  1.4473941218805884E-009                  2.9042731424260342E+002                  2.3690675816893791E-001                  2.9019040748443450E+002                 -2.7502155739897916E+001                  1.2909959461508089E+000                  2.6924664036283369E-001                  1.8452512613968849E+008                  2.6048124275221771E+008                  1.4036072789738163E+000                  1.3779683410767873E+000                  9.9440862914218831E-001                  1.0825739728638903E+000                  2.2175306807417089E-028                  2.2175306807417103E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667145E-001                  1.4199999999999990E-002                  4.2109670787781142E-004                  2.5321114874383068E+005                  5.4034828235069776E+000                  8.7926184214994620E+000                  0.0000000000000000E+000                  1.6420476512910249E+012                  9.1350145507790925E-015                  1.2510204799848029E-001                  1.2510204799848029E-001                  1.0089828845650059E-001                  7.0723876667220942E-001                 -9.8999999999999986E+001                  6.6666666675869513E-001                 -9.8999999999999986E+001                  8.5775479422667145E-001 
                                       3                  1.9999999999921261E+001                  3.2379707328678093E+000                  3.4932119199332727E+000                 -8.8394131951674169E+000                  2.4630374590042834E+000                  7.1549999999999991E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  9.9999999999606304E-001                 -1.7098008145756713E-012                  1.7296997907107163E+003                  1.2033521443974453E+014                 -1.1404839960476794E+001                  3.1132351121820898E+003                  3.4932119199036986E+000                  3.4932119198750908E+000                  1.8202009830587439E+012                  1.4473941228285435E-009                  2.9042731446112839E+002                  2.3690675825748067E-001                  2.9019040770287091E+002                 -2.7502155738346204E+001                  1.2909959461451872E+000                  2.6924664045057906E-001                  1.8452512604739505E+008                  2.6048124264884859E+008                  1.4036072791259246E+000                  1.3779683412407309E+000                  9.9440862914667805E-001                  1.0825739727852013E+000                  2.2175306821941097E-028                  2.2175306821941115E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667145E-001                  1.4199999999999990E-002                  4.2109670824889788E-004                  2.5321114874383714E+005                  5.4034828235069892E+000                  8.7926184212906104E+000                  0.0000000000000000E+000                  1.6420476513705493E+012                  9.1351301515690938E-015                  1.2510204808433875E-001                  1.2510204808433875E-001                  1.1836135841703141E-001                  8.2964008490372831E-001                 -9.8999999999999986E+001                  6.6666666702897837E-001                 -9.8999999999999986E+001                  8.5775479422667145E-001 
                                       4                  1.9999999999763400E+001                  3.2379707328635075E+000                  3.4932119200512286E+000                 -8.8394131943406276E+000                  2.4630374599541351E+000                  7.1549999999999991E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  9.9999999998817002E-001                 -5.1376956599596647E-012                  1.7296997906935835E+003                  1.2033521443855261E+014                 -1.0927014968453195E+001                  3.1132351130276547E+003                  3.4932119199628473E+000                  3.4932119198771683E+000                  1.8202009831831558E+012                  1.4473941255840253E-009                  2.9042731509632625E+002                  2.3690675851485932E-001                  2.9019040833781139E+002                 -2.7502155733835686E+001                  1.2909959461288452E+000                  2.6924664070564147E-001                  1.8452512577911228E+008                  2.6048124234837031E+008                  1.4036072795680798E+000                  1.3779683417172879E+000                  9.9440862915972916E-001                  1.0825739725564634E+000                  2.2175306864158983E-028                  2.2175306864158996E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667145E-001                  1.4199999999999990E-002                  4.2109670932756379E-004                  2.5321114874366610E+005                  5.4034828235066961E+000                  8.7926184207293243E+000                  0.0000000000000000E+000                  1.6420476515843105E+012                  9.1350794306447142E-015                  1.2510204831498919E-001                  1.2510204831498919E-001                  1.2272751419638853E-001                  8.6024068253273756E-001                 -9.8999999999999986E+001                  6.6666666775536465E-001                 -9.8999999999999986E+001                  8.5775479422667145E-001 
                                       5                  1.9999999999291653E+001                  3.2379707328506551E+000                  3.4932119204236658E+000                 -8.8394131917300829E+000                  2.4630374629532406E+000                  7.1549999999999991E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  9.9999999996458266E-001                 -1.5381553471903920E-011                  1.7296997906423946E+003                  1.2033521443499139E+014                 -1.0450783351611003E+001                  3.1132351156974660E+003                  3.4932119201396095E+000                  3.4932119198835245E+000                  1.8202009835759663E+012                  1.4473941342843109E-009                  2.9042731710192874E+002                  2.3690675932751404E-001                  2.9019041034260124E+002                 -2.7502155719594036E+001                  1.2909959460772469E+000                  2.6924664151098038E-001                  1.8452512493203130E+008                  2.6048124139963472E+008                  1.4036072809641478E+000                  1.3779683432219785E+000                  9.9440862920093720E-001                  1.0825739718342431E+000                  2.2175306997459667E-028                  2.2175306997459685E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667145E-001                  1.4199999999999990E-002                  4.2109671273338374E-004                  2.5321114874350128E+005                  5.4034828235064127E+000                  8.7926184190519923E+000                  0.0000000000000000E+000                  1.6420476522231128E+012                  9.1350810105995200E-015                  1.2510204900442704E-001                  1.2510204900442704E-001                  1.2381905559326056E-001                  8.6789097401050397E-001                 -9.8999999999999986E+001                  6.6666666992607715E-001                 -9.8999999999999986E+001                  8.5775479422667145E-001 
                                       6                  1.9999999997775454E+001                  3.2379707328093419E+000                  3.4932119215907456E+000                 -8.8394131835496186E+000                  2.4630374723513087E+000                  7.1550000000000002E-001                  2.7029999999999998E-001                  1.4199999999999990E-002                  9.9999999988877264E-001                 -4.8305428971886991E-011                  1.7296997904778527E+003                  1.2033521442354422E+014                 -9.9537880098180569E+000                  3.1132351240636663E+003                  3.4932119207077217E+000                  3.4932119199042426E+000                  1.8202009848068936E+012                  1.4473941615477426E-009                  2.9042732338673278E+002                  2.3690676187407325E-001                  2.9019041662485870E+002                 -2.7502155674966016E+001                  1.2909959459155573E+000                  2.6924664403461535E-001                  1.8452512227759194E+008                  2.6048123842664725E+008                  1.4036072853389114E+000                  1.3779683479371243E+000                  9.9440862933006813E-001                  1.0825739695710714E+000                  2.2175307415174031E-028                  2.2175307415174040E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667167E-001                  1.4199999999999990E-002                  4.2109672340594499E-004                  2.5321114874364619E+005                  5.4034828235066614E+000                  8.7926184136610317E+000                  0.0000000000000000E+000                  1.6420476542761890E+012                  9.1350901526774869E-015                  1.2510205122062096E-001                  1.2510205122062096E-001                  1.2409196644334736E-001                  8.6980355689438404E-001                 -9.8999999999999986E+001                  6.6666667690276404E-001                 -9.8999999999999986E+001                  8.5775479422667167E-001 
                                       7                  1.9999999993062165E+001                  3.2379707326809211E+000                  3.4932119251692222E+000                 -8.8394131584668365E+000                  2.4630375011674830E+000                  7.1549999999999991E-001                  2.7029999999999998E-001                  1.4200000000000101E-002                  9.9999999965310815E-001                 -1.5065321568137730E-010                  1.7296997899663813E+003                  1.2033521438796116E+014                 -9.4598057420555293E+000                  3.1132351497159348E+003                  3.4932119224737685E+000                  3.4932119199685179E+000                  1.8202009885811233E+012                  1.4473942451423378E-009                  2.9042734265707816E+002                  2.3690676968228011E-001                  2.9019043588739589E+002                 -2.7502155538128413E+001                  1.2909959454197870E+000                  2.6924665177253315E-001                  1.8452511413860488E+008                  2.6048122931093457E+008                  1.4036072987527213E+000                  1.3779683623946071E+000                  9.9440862972600619E-001                  1.0825739626317805E+000                  2.2175308695961500E-028                  2.2175308695961514E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667145E-001                  1.4200000000000101E-002                  4.2109675612995578E-004                  2.5321114874379596E+005                  5.4034828235069181E+000                  8.7926183969026059E+000                  0.0000000000000000E+000                  1.6420476606584644E+012                  9.1350867571051807E-015                  1.2510205810977074E-001                  1.2510205810977074E-001                  1.2416020901120571E-001                  8.7028167450653604E-001                 -9.8999999999999986E+001                  6.6666669859062133E-001                 -9.8999999999999986E+001                  8.5775479422667145E-001 
                                       8                  1.9999999978674715E+001                  3.2379707322889075E+000                  3.4932119367238195E+000                 -8.8394130774766957E+000                  2.4630375942124298E+000                  7.1549999999999991E-001                  2.7029999999999998E-001                  1.4200000000000101E-002                  9.9999999893373581E-001                 -4.6307265336992704E-010                  1.7296997884050766E+003                  1.2033521427934117E+014                 -8.9721351112623626E+000                  3.1132352325449369E+003                  3.4932119278646754E+000                  3.4932119201648080E+000                  1.8202010007677959E+012                  1.4473945150621315E-009                  2.9042740487937385E+002                  2.3690679489431990E-001                  2.9019049808447954E+002                 -2.7502155096291602E+001                  1.2909959438189871E+000                  2.6924667675761771E-001                  1.8452508785850570E+008                  2.6048119987707123E+008                  1.4036073420647837E+000                  1.3779684090766025E+000                  9.9440863100445720E-001                  1.0825739402253980E+000                  2.2175312831514657E-028                  2.2175312831514679E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667145E-001                  1.4200000000000101E-002                  4.2109686179301432E-004                  2.5321114874445627E+005                  5.4034828235080514E+000                  8.7926183457470213E+000                  0.0000000000000000E+000                  1.6420476801405012E+012                  9.1350877607541229E-015                  1.2510207913919685E-001                  1.2510207913919685E-001                  1.2417730576897207E-001                  8.7040117525928884E-001                 -9.8999999999999986E+001                  6.6666676479340026E-001                 -9.8999999999999986E+001                  8.5775479422667145E-001 
                                       9                  1.9999999931387507E+001                  3.2379707310004857E+000                  3.4932119559823267E+000                 -8.8394129424872716E+000                  2.4630377492940787E+000                  7.1549999999999991E-001                  2.7029999999999998E-001                  1.4200000000000101E-002                  9.9999999656937533E-001                 -1.4899013676199395E-009                  1.7296997832735749E+003                  1.2033521392234261E+014                 -8.4646267711298382E+000                  3.1132353705993396E+003                  3.4932119455829653E+000                  3.4932119208102193E+000                  1.8202010210798376E+012                  1.4473949649480737E-009                  2.9042750858773434E+002                  2.3690683691623707E-001                  2.9019060175081808E+002                 -2.7502154359864694E+001                  1.2909959411508709E+000                  2.6924671840125908E-001                  1.8452504405642545E+008                  2.6048115081848776E+008                  1.4036074142547377E+000                  1.3779684868833604E+000                  9.9440863313530203E-001                  1.0825739028797920E+000                  2.2175319724403878E-028                  2.2175319724403896E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667145E-001                  1.4200000000000101E-002                  4.2109703790591755E-004                  2.5321114874725608E+005                  5.4034828235128529E+000                  8.7926181776140098E+000                  0.0000000000000000E+000                  1.6420477441721582E+012                  9.1350871942396040E-015                  1.2510214825691901E-001                  1.2510214825691901E-001                  1.2418163962943930E-001                  8.7043098497254567E-001                 -9.8999999999999986E+001                  6.6666698238206734E-001                 -9.8999999999999986E+001                  8.5775479422667145E-001 
