                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     410                                      387                  2.0000000000000000E+001                  1.4200000000000001E-002                  5.8774419804401407E+006                  1.3929532800419099E+005                  3.2203705162356808E+004                  6.9975232762741129E+004                  8.4979398557804373E+000                 -6.3613378102190996E+000                  4.0392090130966291E-001                  8.5110118348508312E-009                  5.8221601486813401E-001                  1.1720667811731774E-004                  8.6654679364452213E-003                  2.3770111497387693E-004                  1.3252014207167007E-003                  2.0000000000000000E+001                  0.0000000000000000E+000                  1.1138432130359732E+001                  2.2531813828234842E-004                  8.5801010556508981E+000                  1.9846647073440894E-002                  1.0487189495419427E-001                  5.9657005747559444E-002                  2.6507300286768749E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5438636212918645E+004                  1.5841010971013367E+004                  2.8581541225896659E+006                  7.0029921461101869E+004                  6.9999605620611459E+004                  7.7423793392054472E-027                  4.7679896655111288E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.8547796304193778E+014                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-24.7.1"                                 "CRMATH"                               "20250211"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                    log_q                                   radius                                radius_cm                                    logxq                              temperature                                logT_face                                  logT_bb                                   energy                                  density                                 pressure                                     prad                                     pgas                                      eta                                       mu                                    grada                                       cv                                       cp                                   gamma1                                   gamma3                                   chiRho                                     chiT                                  eps_nuc                                       pp                                      cno                                tri_alpha                                    other                                       ye                                        z                                  opacity                               luminosity                                 log_Lrad                                 log_Ledd                                 lum_conv                        mlt_mixing_length                                 conv_vel                                    gradT                                    gradr                         grad_temperature                             grad_density                                log_Lconv                                      tau                     log_irradiation_heat                            zbar_div_abar 
                                       1                  2.0000000000000000E+001                  9.2931365304260971E-001                  4.5084593407586153E+000                 -9.0940685555278957E+000                  3.7855897398552956E+000                  7.1550000000000002E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  1.0000000000000000E+000                  0.0000000000000000E+000                  8.4979398557804373E+000                  5.9120167576664502E+011                 -9.8999999999999986E+001                  3.2244774252128747E+004                  4.5079058418509268E+000                  4.5079058418509277E+000                  2.9311754761428055E+013                  8.0525131827006928E-010                  6.1036516559890024E+003                  2.7262591321993400E+003                  3.3773925237896628E+003                 -1.8110415217750301E+001                  6.3905313963431998E-001                  2.4728263431896066E-001                  1.6872174704189022E+009                  4.1175557834267302E+009                  1.3449203421562697E+000                  1.3325804921944890E+000                  5.5106129601321796E-001                  2.3869622767164804E+000                  1.2336902213750909E-028                  1.2336902213750916E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667167E-001                  1.4199999999999990E-002                  1.5081471812170599E+000                  6.9975232762741129E+004                  4.8449443517599349E+000                  5.2375235853061488E+000                  0.0000000000000000E+000                  1.4971979974393241E+009                  0.0000000000000000E+000                  2.2612596130086851E-001                  2.2612596130086851E-001                  5.6870256414103010E-002                  2.0718499994404418E-001                 -9.8999999999999986E+001                  6.6666666666666663E-001                 -9.8999999999999986E+001                  8.5775479422667167E-001 
                                       2                  1.9999999999980002E+001                  9.2930539296115977E-001                  4.5098207787307754E+000                 -9.0890848121127039E+000                  3.7915869525311252E+000                  7.1550000000000002E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  9.9999999999900002E-001                 -4.3428487456248995E-013                  8.4977782304069418E+000                  5.9119043148941089E+011                 -1.2000000000000000E+001                  3.2346014636586329E+004                  4.5090108705984493E+000                  4.5079099718916522E+000                  2.9362038967335875E+013                  8.1454519831282769E-010                  6.1885221901987861E+003                  2.7606597620298576E+003                  3.4278624281689290E+003                 -1.8103198290427379E+001                  6.3891083410601235E-001                  2.4675270667193933E-001                  1.6931891372020552E+009                  4.1199115971888952E+009                  1.3420863803523275E+000                  1.3311686008591099E+000                  5.5153134731705733E-001                  2.3871611721327874E+000                  1.2479293631411893E-028                  1.2479293631411902E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667167E-001                  1.4199999999999990E-002                  1.5170123386103980E+000                  6.9975232762741216E+004                  4.8449443517599358E+000                  5.2375235853061488E+000                  0.0000000000000000E+000                  1.4985677208807952E+009                  0.0000000000000000E+000                  2.2678520219333831E-001                  2.2678520219333831E-001                  1.8524050681912102E-001                  6.7136575462197012E-001                 -9.8999999999999986E+001                  6.8032213866078162E-001                 -9.8999999999999986E+001                  8.5775479422667167E-001 
                                       3                  1.9999999999950631E+001                  9.2929340079299394E-001                  4.5114283947720626E+000                 -9.0832996753654047E+000                  3.7986168737362949E+000                  7.1550000000000002E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  9.9999999999753153E-001                 -1.0720428445686123E-012                  8.4975435846012530E+000                  5.9117410718070923E+011                 -1.1607571154934169E+001                  3.2465970879355704E+004                  4.5106245867514199E+000                  4.5079159679757357E+000                  2.9424922290023082E+013                  8.2546815684794206E-010                  6.2895108945675620E+003                  2.8018401179280058E+003                  3.4876707766395557E+003                 -1.8094882471036481E+001                  6.3873520652933513E-001                  2.4611630978782162E-001                  1.7007323181530900E+009                  4.1241444966216059E+009                  1.3387094062950218E+000                  1.3294830744065425E+000                  5.5202930742321354E-001                  2.3876089029437217E+000                  1.2646644226184880E-028                  1.2646644226184885E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667167E-001                  1.4199999999999990E-002                  1.5273877009008934E+000                  6.9975232762741216E+004                  4.8449443517599358E+000                  5.2345216664837153E+000                  0.0000000000000000E+000                  1.5027238727854462E+009                  0.0000000000000000E+000                  2.2868667522980143E-001                  2.2868667522980143E-001                  2.1870632096302486E-001                  7.8079270385353150E-001                 -9.8999999999999986E+001                  7.0049368070593132E-001                 -9.8999999999999986E+001                  8.5775479422667167E-001 
                                       4                  1.9999999999921261E+001                  9.2928156633661696E-001                  4.5135205443725850E+000                 -9.0759442499151088E+000                  3.8076752390841406E+000                  7.1550000000000002E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  9.9999999999606304E-001                 -1.7098008145756713E-012                  8.4973120310289829E+000                  5.9115799799868640E+011                 -1.1404839960476794E+001                  3.2622748227448177E+004                  4.5122254041436900E+000                  4.5079218852039240E+000                  2.9512813824647121E+013                  8.3956775433922895E-010                  6.4220730174519431E+003                  2.8563534568866598E+003                  3.5657195605652832E+003                 -1.8084419370770927E+001                  6.3849379802484652E-001                  2.4527339797098141E-001                  1.7113586764791272E+009                  4.1320960635952053E+009                  1.3342782109054960E+000                  1.3272668540366062E+000                  5.5257864771864584E-001                  2.3885512041337282E+000                  1.2862664227924372E-028                  1.2862664227924377E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667167E-001                  1.4199999999999990E-002                  1.5407040850307767E+000                  6.9975232762741231E+004                  4.8449443517599358E+000                  5.2315997823742864E+000                  0.0000000000000000E+000                  1.5070569456995018E+009                  0.0000000000000000E+000                  2.3052990164147394E-001                  2.3052990164147394E-001                  2.2896586074562569E-001                  7.9901129847284746E-001                 -9.8999999999999986E+001                  7.2080429704142313E-001                 -9.8999999999999986E+001                  8.5775479422667167E-001 
                                       5                  1.9999999999873534E+001                  9.2926265630000870E-001                  4.5160788766666560E+000                 -9.0671734969486852E+000                  3.8186366381449544E+000                  7.1550000000000002E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  9.9999999999367672E-001                 -2.7461635428858054E-012                  8.4969420493919472E+000                  5.9113225837619775E+011                 -1.1199061420647727E+001                  3.2815488726954456E+004                  4.5147997105196209E+000                  4.5079313402222283E+000                  2.9628728766862777E+013                  8.5669553428625306E-010                  6.5862261382568931E+003                  2.9244572486435845E+003                  3.6617688896133086E+003                 -1.8072076339370760E+001                  6.3817824026371428E-001                  2.4422625994659389E-001                  1.7254084621192100E+009                  4.1449891321921797E+009                  1.3288384441781809E+000                  1.3245395683393819E+000                  5.5312374693823263E-001                  2.3901717944657412E+000                  1.3125079233618085E-028                  1.3125079233618087E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667167E-001                  1.4199999999999990E-002                  1.5567458287646043E+000                  6.9975232762741245E+004                  4.8449443517599358E+000                  5.2270077883706891E+000                  0.0000000000000000E+000                  1.5144195300662296E+009                  0.0000000000000000E+000                  2.3340640115739925E-001                  2.3340640115739925E-001                  2.3410471757453860E-001                  7.9107512482389819E-001                 -9.8999999999999986E+001                  7.5409915425903795E-001                 -9.8999999999999986E+001                  8.5775479422667167E-001 
                                       6                  1.9999999999825807E+001                  9.2924412193194450E-001                  4.5202467293072734E+000                 -9.0534842935312039E+000                  3.8361820600838983E+000                  7.1550000000000002E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  9.9999999999129041E-001                 -3.7825262711984127E-012                  8.4965794334770024E+000                  5.9110703118699512E+011                 -1.1060006921658424E+001                  3.3131929556137264E+004                  4.5173389251394012E+000                  4.5079406074062600E+000                  2.9839880178252703E+013                  8.8412914357797566E-010                  6.8577564941453902E+003                  3.0389019481026485E+003                  3.8188545460427417E+003                 -1.8053187509608403E+001                  6.3761256313399028E-001                  2.4249853206847205E-001                  1.7508843332344656E+009                  4.1740966005258546E+009                  1.3200105754709583E+000                  1.3201018787842749E+000                  5.5367472477115653E-001                  2.3940080317587364E+000                  1.3545390489726582E-028                  1.3545390489726591E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667167E-001                  1.4199999999999990E-002                  1.5820806468183195E+000                  6.9975232762741245E+004                  4.8449443517599358E+000                  5.2226087914517931E+000                  0.0000000000000000E+000                  1.5222546340635090E+009                  0.0000000000000000E+000                  2.3612784014296123E-001                  2.3612784014296123E-001                  2.3865289570690840E-001                  7.7307828829040948E-001                 -9.8999999999999986E+001                  7.8774357674068451E-001                 -9.8999999999999986E+001                  8.5775479422667167E-001 
                                       7                  1.9999999999715673E+001                  9.2920266888462322E-001                  4.5258966181256071E+000                 -9.0357577615581341E+000                  3.8595454147547401E+000                  7.1550000000000002E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  9.9999999998578359E-001                 -6.1741066046513072E-012                  8.4957684807352525E+000                  5.9105061320475146E+011                 -1.0847214009252534E+001                  3.3565770290524488E+004                  4.5230716737164407E+000                  4.5079613339299209E+000                  3.0162794408401781E+013                  9.2096311837638863E-010                  7.2367807430760031E+003                  3.2012253166530791E+003                  4.0355554264229240E+003                 -1.8029169007417895E+001                  6.3674143689181928E-001                  2.4017668299527950E-001                  1.7886477755013530E+009                  4.2243340387716179E+009                  1.3084403650231966E+000                  1.3142632369202989E+000                  5.5396570748860896E-001                  2.4008005524967988E+000                  1.4109725950489664E-028                  1.4109725950489668E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667167E-001                  1.4199999999999990E-002                  1.6152061024597117E+000                  6.9975232762741260E+004                  4.8449443517599775E+000                  5.2131569276931611E+000                 -6.7588659673028960E-009                  1.5415243552165861E+009                  1.2341523231834879E+000                  2.4188185753574298E-001                  2.4188185753571964E-001                  2.4370392147201833E-001                  7.4915054841817952E-001                 -9.8999999999999986E+001                  8.6665899680149427E-001                 -9.8999999999999986E+001                  8.5775479422667167E-001 
                                       8                  1.9999999999605535E+001                  9.2916286258392655E-001                  4.5339484571457875E+000                 -9.0123714724113597E+000                  3.8918744217229095E+000                  7.1550000000000002E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  9.9999999998027678E-001                 -8.5656869381173719E-012                  8.4949898164169735E+000                  5.9099644152812878E+011                 -1.0705025608114225E+001                  3.4193885818361283E+004                  4.5286260550815998E+000                  4.5079812370802692E+000                  3.0702876221197188E+013                  9.7191554325440654E-010                  7.7960465160372551E+003                  3.4476534008863982E+003                  4.3483931151508568E+003                 -1.7998623411948984E+001                  6.3529571361815862E-001                  2.3712497674070931E-001                  1.8456677742289114E+009                  4.3140616415256424E+009                  1.2936375910492028E+000                  1.3067642558867227E+000                  5.5339109587690349E-001                  2.4131388051572604E+000                  1.4890372642797960E-028                  1.4890372642797971E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667167E-001                  1.4199999999999990E-002                  1.6589344662319503E+000                  6.9975232762741274E+004                  4.8449443525824050E+000                  5.2046381307264165E+000                 -1.3251948464574785E-004                  1.5623697042937448E+009                  7.9603784492987293E+000                  2.4691905809801265E-001                  2.4691905763039598E-001                  2.4856947663525236E-001                  7.2489059566584324E-001                 -9.8999999999999986E+001                  9.4724181670511309E-001                 -9.8999999999999986E+001                  8.5775479422667167E-001 
                                       9                  1.9999999999390770E+001                  9.2908928081565167E-001                  4.5414992810361845E+000                 -8.9913964145323710E+000                  3.9217358150679766E+000                  7.1550000000000002E-001                  2.7030000000000004E-001                  1.4199999999999990E-002                  9.9999999996953859E-001                 -1.3229222782859413E-011                  8.4935506468018946E+000                  5.9089631849800781E+011                 -1.0516251673854109E+001                  3.4793593164925391E+004                  4.5389823397393858E+000                  4.5080180279644066E+000                  3.1268764863056750E+013                  1.0200080175863543E-009                  8.3509486856272233E+003                  3.6959568690555075E+003                  4.6549918165717163E+003                 -1.7971560540813474E+001                  6.3374120005771817E-001                  2.3483757985603682E-001                  1.8936538717104762E+009                  4.3972802482455053E+009                  1.2829069611208874E+000                  1.3012787311007030E+000                  5.5244770692913525E-001                  2.4245246037358132E+000                  1.5627203480706055E-028                  1.5627203480706064E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5775479422667167E-001                  1.4199999999999990E-002                  1.6977965712581222E+000                  6.9975232762741318E+004                  4.8449443519359221E+000                  5.1903020331449410E+000                 -2.8355540311928969E-005                  1.6049323514746523E+009                  2.2299571086495948E+001                  2.5511408020864823E-001                  2.5511408010527026E-001                  2.5302906037675565E-001                  7.0212238045662800E-001                 -9.8999999999999986E+001                  1.1086746009753863E+000                 -9.8999999999999986E+001                  8.5775479422667167E-001 
