                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                 M_center                                 R_center                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     101                                      867                  1.0000000000000000E-003                  2.0000000000000000E-002                  1.5000000000000000E+010                  8.7492341988794076E+008                  5.9676286587872077E+028                  1.1252207367684107E+009                  2.5823997522994222E+002                  4.5074332317518874E-008                  1.0606470032114862E-001                  3.9638072488724262E+001                  7.4000000000000021E-001                  2.5540830215262337E-005                  2.3997445916978472E-001                  3.4416073257059871E-003                  1.0081585205319679E-003                  9.3604492797742158E-003                  2.0994604783340924E-003                  9.2481924652208574E-004                  0.0000000000000000E+000                  6.6215731421401225E-004                  2.2854118294775528E-008                  2.1473086941057359E-004                  3.0795749504983058E-006                  9.0210748413164729E-007                  8.3757972363943024E-006                  1.8786123130164426E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1368022659098158E+004                  4.2130290660065780E+009                  2.0517647161301150E+014                  5.4368427251510158E-022                  5.4368427251510158E-022                  0.0000000000000000E+000                  2.1797622162766804E-023                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.7336400000000000E+017                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-24.7.1"                                 "CRMATH"                               "20250209"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                    log_q                                   radius                                radius_cm                                    logxq                              temperature                                logT_face                                  logT_bb                                   energy                                  density                                 pressure                                     prad                                     pgas                                      eta                                       mu                                  eps_nuc                                       pp                                      cno                                tri_alpha                                    other                     eps_nuc_rate_r34_pp2                     eps_nuc_rate_r34_pp3                eps_nuc_rate_r_c12_ag_o16             eps_nuc_rate_r_h1_he3_wk_he4      eps_nuc_rate_r_he3_he3_to_h1_h1_he4        eps_nuc_rate_r_he4_he4_he4_to_c12              eps_nuc_rate_r_ne20_ag_mg24               eps_nuc_rate_r_o16_ag_ne20              eps_nuc_rate_rbe7ec_li7_aux               eps_nuc_rate_rbe7pg_b8_aux                 eps_nuc_rate_rc12_to_n14                  eps_nuc_rate_rc12ap_aux               eps_nuc_rate_rc12ap_to_o16                  eps_nuc_rate_rf19pa_aux                  eps_nuc_rate_rf19pg_aux                 eps_nuc_rate_rn14_to_c12                 eps_nuc_rate_rn14_to_o16                 eps_nuc_rate_rn14ag_lite                  eps_nuc_rate_rn14pg_aux                  eps_nuc_rate_rn15pa_aux                  eps_nuc_rate_rn15pg_aux                 eps_nuc_rate_rna23pa_aux                 eps_nuc_rate_rna23pg_aux                 eps_nuc_rate_rne20ap_aux             eps_nuc_rate_rne20ap_to_mg24                 eps_nuc_rate_ro16_to_n14                  eps_nuc_rate_ro16ap_aux              eps_nuc_rate_ro16ap_to_ne20                  eps_nuc_rate_ro16gp_aux                 eps_nuc_rate_rpep_to_he3                  eps_nuc_rate_rpp_to_he3                                       ye                                        z                                  opacity                               luminosity                                 log_Lrad                                 log_Ledd                                      tau                     log_irradiation_heat 
                                       1                  9.2481924652208574E-004                 -9.7442913076916160E-001                  3.0889434896801697E+000                 -4.6445086793630947E+000                  6.0000003182500130E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002                  1.0000000000000000E+000                  0.0000000000000000E+000                  1.0606470032114862E-001                  7.3789212013423090E+009                 -9.8999999999999986E+001                  1.2272795273770748E+003                  3.0890161423084495E+000                  2.4120234713849906E+000                  1.0526902635977557E+011                  2.2672077666085022E-005                  1.0000007327980051E+006                  5.7214186728771739E-003                  1.0000007270765865E+006                 -1.9999999999999996E+001                  1.7799999459227365E+000                  3.7491544660793433E-024                  3.7491544660793433E-024                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3725372916108644E-061                  3.0063545854854151E-061                  0.0000000000000000E+000                  4.0566720669425917E-029                  5.2244380157189345E-057                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.4299228453269651E-015                  1.6676646082215687E-006                  8.7000425680503601E-001                  1.9999999999999907E-002                  8.6182939611698563E-003                  4.5074332317518874E-008                 -7.3460706977273542E+000                  3.1466056034176502E+000                  6.8454042872132366E+000                  2.9208187539523749E+000 
                                       2                  9.2481924652186207E-004                 -9.7442913245680263E-001                  3.0889434907981017E+000                 -4.6445078850871280E+000                  6.0000011137792457E+000                  7.4000000000000021E-001                  2.3999999999999994E-001                  1.9999999999999796E-002                  9.9999999999974998E-001                 -1.0858327273391370E-013                  1.0606469990898788E-001                  7.3789211726682873E+009                 -1.2602059991327961E+001                  1.2272795305362567E+003                  3.0889434901273423E+000                  2.4120232389809404E+000                  1.0526902665101860E+011                  2.2672119130813703E-005                  1.0000025645747751E+006                  5.7214187317879668E-003                  1.0000025588533563E+006                 -2.0000000000000000E+001                  1.7799999459229197E+000                  3.7491613535012511E-024                  3.7491613535012504E-024                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.5588182106671551E-061                  4.5095403167482622E-061                  0.0000000000000000E+000                  6.0850193426426558E-029                  7.8366716880247138E-057                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6449196256836275E-015                  2.5015015077323898E-006                  8.7000425680503612E-001                  1.9999999999999796E-002                  8.6183050951203297E-003                  4.5074235484782515E-008                 -7.3460716307188392E+000                  3.1466056034176502E+000                  6.8454098899610631E+000                  2.9208187539523749E+000 
                                       3                  9.2481924652152640E-004                 -9.7442913498825945E-001                  3.0889434921396179E+000                 -4.6445069319578636E+000                  6.0000020684124253E+000                  7.4000000000000021E-001                  2.3999999999999994E-001                  1.9999999999999796E-002                  9.9999999999937494E-001                 -2.7145818183483512E-013                  1.0606469929074791E-001                  7.3789211296573324E+009                 -1.2204119982655923E+001                  1.2272795343272678E+003                  3.0889434914688598E+000                  2.4120228903739225E+000                  1.0526902700050919E+011                  2.2672168888489313E-005                  1.0000047627069569E+006                  5.7214188024807848E-003                  1.0000047569855382E+006                 -2.0000000000000000E+001                  1.7799999459231399E+000                  3.7491696184078482E-024                  3.7491696184078482E-024                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.5588329385695329E-061                  4.5095504429733565E-061                  0.0000000000000000E+000                  6.0850328333179021E-029                  7.8366892853619004E-057                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6449620550022886E-015                  2.5015070222126387E-006                  8.7000425680503612E-001                  1.9999999999999796E-002                  8.6183184558526072E-003                  4.5074090235677997E-008                 -7.3460730302098245E+000                  3.1466049301418848E+000                  6.8454182940937418E+000                  2.9208187539523749E+000 
                                       4                  9.2481924652119084E-004                 -9.7442913751971005E-001                  3.0889434939283031E+000                 -4.6445056611220759E+000                  6.0000033412534277E+000                  7.4000000000000021E-001                  2.3999999999999994E-001                  1.9999999999999796E-002                  9.9999999999899991E-001                 -4.3433309093581765E-013                  1.0606469867250946E-001                  7.3789210866464834E+009                 -1.1999999999999998E+001                  1.2272795393819420E+003                  3.0889434928103747E+000                  2.4120225417657739E+000                  1.0526902746649637E+011                  2.2672235232057956E-005                  1.0000076935499287E+006                  5.7214188967377394E-003                  1.0000076878285098E+006                 -2.0000000000000000E+001                  1.7799999459234335E+000                  3.7491806382836897E-024                  3.7491806382836897E-024                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0931420959624554E-060                  7.5159399076803540E-061                  0.0000000000000000E+000                  1.0141751368143176E-028                  1.3061187914134286E-056                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6075031045956355E-014                  4.1691906247553727E-006                  8.7000425680503612E-001                  1.9999999999999796E-002                  8.6183362701479100E-003                  4.5073944986573478E-008                 -7.3460744297053191E+000                  3.1466042568676631E+000                  6.8454266982395469E+000                  2.9208187539523749E+000 
                                       5                  9.2481924652063161E-004                 -9.7442914173878148E-001                  3.0889434961641538E+000                 -4.6445040725825111E+000                  6.0000049322995004E+000                  7.4000000000000021E-001                  2.3999999999999994E-001                  1.9999999999999796E-002                  9.9999999999837497E-001                 -7.0574305639759653E-013                  1.0606469764211519E-001                  7.3789210149619541E+009                 -1.1789146634685105E+001                  1.2272795457002662E+003                  3.0889434950462284E+000                  2.4120219607496809E+000                  1.0526902804897868E+011                  2.2672318161521857E-005                  1.0000113571037963E+006                  5.7214190145585915E-003                  1.0000113513823773E+006                 -2.0000000000000000E+001                  1.7799999459237998E+000                  3.7491944131293073E-024                  3.7491944131293073E-024                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0931461870474775E-060                  7.5159680360904616E-061                  0.0000000000000000E+000                  1.0141788842246434E-028                  1.3061236795638753E-056                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6075148905874911E-014                  4.1692059427574986E-006                  8.7000425680503612E-001                  1.9999999999999796E-002                  8.6183585379943448E-003                  4.5073702904732621E-008                 -7.3460767622078329E+000                  3.1466031347473060E+000                  6.8454407051783921E+000                  2.9208187539523749E+000 
                                       6                  9.2481924652007249E-004                 -9.7442914595783758E-001                  3.0889434995179199E+000                 -4.6445016897839793E+000                  6.0000073188577714E+000                  7.4000000000000021E-001                  2.3999999999999994E-001                  1.9999999999999796E-002                  9.9999999999775002E-001                 -9.7715302185954505E-013                  1.0606469661172470E-001                  7.3789209432776871E+009                 -1.1647817481888636E+001                  1.2272795551777265E+003                  3.0889434972820760E+000                  2.4120213797304491E+000                  1.0526902892270029E+011                  2.2672442555721798E-005                  1.0000168524348013E+006                  5.7214191912893829E-003                  1.0000168467133821E+006                 -2.0000000000000000E+001                  1.7799999459243501E+000                  3.7492150753990397E-024                  3.7492150753990397E-024                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1863046473523091E-060                  1.5032020457426980E-060                  0.0000000000000000E+000                  2.0283690106814035E-028                  2.6122620235818229E-056                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2150651393142738E-014                  8.3384578395242769E-006                  8.7000425680503612E-001                  1.9999999999999796E-002                  8.6183919397158550E-003                  4.5073460822891758E-008                 -7.3460790947228745E+000                  3.1466020126311300E+000                  6.8454547121537006E+000                  2.9208187539523749E+000 
                                       7                  9.2481924651895391E-004                 -9.7442915439590361E-001                  3.0889435062254154E+000                 -4.6444969242258196E+000                  6.0000120919353384E+000                  7.4000000000000021E-001                  2.3999999999999994E-001                  1.9999999999999796E-002                  9.9999999999650002E-001                 -1.5200211691572787E-012                  1.0606469455095503E-001                  7.3789207999099417E+009                 -1.1455931955649723E+001                  1.2272795741325426E+003                  3.0889435017537514E+000                  2.4120202176825658E+000                  1.0526903067013977E+011                  2.2672691344138288E-005                  1.0000278430976657E+006                  5.7214195447490368E-003                  1.0000278373762461E+006                 -2.0000000000000000E+001                  1.7799999459254503E+000                  3.7492563999435173E-024                  3.7492563999435173E-024                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3726583877508794E-060                  3.0064378455954022E-060                  0.0000000000000000E+000                  4.0567829902998301E-028                  5.2245827050000689E-056                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.4302717123655901E-014                  1.6677099495107973E-005                  8.7000425680503612E-001                  1.9999999999999796E-002                  8.6184587429859478E-003                  4.5072976659210037E-008                 -7.3460837597905391E+000                  3.1465997684113556E+000                  6.8454827262137066E+000                  2.9208187539523749E+000 
                                       8                  9.2481924651671688E-004                 -9.7442917127185336E-001                  3.0889435196402575E+000                 -4.6444873932650923E+000                  6.0000216379345863E+000                  7.4000000000000021E-001                  2.3999999999999994E-001                  1.9999999999999796E-002                  9.9999999999400002E-001                 -2.6057574637547818E-012                  1.0606469042946029E-001                  7.3789205131775522E+009                 -1.1221848749616356E+001                  1.2272796120417561E+003                  3.0889435106970291E+000                  2.4120178935491241E+000                  1.0526903416499527E+011                  2.2673188921038208E-005                  1.0000498244268163E+006                  5.7214202516605818E-003                  1.0000498187053960E+006                 -2.0000000000000000E+001                  1.7799999459276528E+000                  3.7493390490526101E-024                  3.7493390490526093E-024                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.7455131478217453E-060                  6.0130107077236030E-060                  0.0000000000000000E+000                  8.1137458564163439E-028                  1.0449400041507050E-055                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2861109169118951E-013                  3.3354934254632776E-005                  8.7000425680503612E-001                  1.9999999999999796E-002                  8.6185923488353057E-003                  4.5072008331846575E-008                 -7.3460930900762049E+000                  3.1465952800220975E+000                  6.8455387547712716E+000                  2.9208187539523749E+000 
                                       9                  9.2481924651224292E-004                 -9.7442920502301844E-001                  3.0889435397620755E+000                 -4.6444730972121553E+000                  6.0000359565444992E+000                  7.4000000000000010E-001                  2.3999999999999999E-001                  1.9999999999999907E-002                  9.9999999998900002E-001                 -4.7772300529579307E-012                  1.0606468218665066E-001                  7.3789199397252865E+009                 -1.0958607314841775E+001                  1.2272796689043189E+003                  3.0889435285832882E+000                  2.4120132451315310E+000                  1.0526903940720151E+011                  2.2673935286597967E-005                  1.0000827964307931E+006                  5.7214213120045749E-003                  1.0000827907093718E+006                 -1.9999999999999996E+001                  1.7799999459309581E+000                  3.7494630227736538E-024                  3.7494630227736538E-024                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0932259633319849E-059                  7.5165165409578804E-060                  0.0000000000000000E+000                  1.0142519587910292E-027                  1.3062189986488221E-055                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6077447261684973E-013                  4.1695046439710895E-005                  8.7000425680503601E-001                  1.9999999999999907E-002                  8.6187927559009704E-003                  4.5070071677119685E-008                 -7.3461117512489063E+000                  3.1465863034442831E+000                  6.8456508136366061E+000                  2.9208187539523749E+000 
